share_excavator,share_wheel_loader,share_backhoe_loader,share_telehandler,share_compactor,arrivals_excavator,arrivals_wheel_loader,arrivals_backhoe_loader,arrivals_telehandler,arrivals_compactor,machines_on_site,starts_this_week,site_age_weeks,mean_engine_hours,mean_idle_hours,utilisation,distinct_operators,site_id,week_start,phase,phase_order,window_id,weeks_elapsed_in_phase,is_complete,start_censored,phase_total_weeks,weeks_remaining,mix_drift_4w,machines_trend_4w,site_weeks_observed,site_pace_observed,site_phases_completed,phase_planned_weeks,weeks_elapsed_vs_planned,planned_x_pace
0.3125,0.3333333333333333,0.2916666666666667,0.041666666666666664,0.020833333333333332,0.25,0.2916666666666667,0.375,0.041666666666666664,0.041666666666666664,21.0,10.0,4.0,6.723809523809523,2.5599999999999996,0.7242511284366023,8.0,S002,2025-08-04,clearing,1.0,S002|clearing,4.0,False,False,,,1.375,20.0,4.0,1.0,0.0,10.0,0.4,10.0
0.3076923076923077,0.3384615384615385,0.27692307692307694,0.046153846153846156,0.03076923076923077,0.32142857142857145,0.2857142857142857,0.32142857142857145,0.03571428571428571,0.03571428571428571,23.0,4.0,5.0,6.389565217391303,2.4765217391304346,0.7206747744213418,8.0,S002,2025-08-11,clearing,1.0,S002|clearing,5.0,False,False,,,0.2593406593406593,17.0,5.0,1.0,0.0,10.0,0.5,10.0
0.3,0.34285714285714286,0.2714285714285714,0.04285714285714286,0.04285714285714286,0.32142857142857145,0.2857142857142857,0.32142857142857145,0.03571428571428571,0.03571428571428571,14.0,0.0,6.0,6.257142857142857,1.592857142857143,0.7970882620564149,7.0,S002,2025-08-18,clearing,1.0,S002|clearing,6.0,False,False,,,0.3571428571428572,5.0,6.0,1.0,0.0,10.0,0.6,10.0
0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,2.0,2.0,0.0,5.165,1.39,0.7879481311975591,2.0,S003,2025-05-05,clearing,1.0,S003|clearing,0.0,True,False,9.0,8.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0
0.5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5,0.0,0.25,0.25,0.0,4.0,2.0,1.0,5.289999999999999,1.3424999999999998,0.7975876366377687,4.0,S003,2025-05-12,clearing,1.0,S003|clearing,1.0,True,False,9.0,7.0,0.0,0.0,1.0,1.0,0.0,10.0,0.1,10.0
0.5384615384615384,0.0,0.23076923076923078,0.23076923076923078,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,7.0,3.0,2.0,5.698571428571428,1.5,0.7916253224846199,6.0,S003,2025-05-19,clearing,1.0,S003|clearing,2.0,True,False,9.0,6.0,0.0,0.0,2.0,1.0,0.0,10.0,0.2,10.0
0.55,0.0,0.25,0.2,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,7.0,0.0,3.0,5.698571428571428,1.5,0.7916253224846199,6.0,S003,2025-05-26,clearing,1.0,S003|clearing,3.0,True,False,9.0,5.0,0.0,0.0,3.0,1.0,0.0,10.0,0.3,10.0
0.5555555555555556,0.037037037037037035,0.2962962962962963,0.1111111111111111,0.0,0.5,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.0,9.0,5.0,4.0,6.196666666666667,1.8377777777777777,0.7712626192781082,7.0,S003,2025-06-02,clearing,1.0,S003|clearing,4.0,True,False,9.0,4.0,0.7777777777777778,7.0,4.0,1.0,0.0,10.0,0.4,10.0
0.5454545454545454,0.06060606060606061,0.3333333333333333,0.06060606060606061,0.0,0.5,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.0,10.0,2.0,5.0,6.127,1.718,0.7810070108349267,7.0,S003,2025-06-09,clearing,1.0,S003|clearing,5.0,True,False,9.0,3.0,0.5454545454545454,6.0,5.0,1.0,0.0,10.0,0.5,10.0
0.48717948717948717,0.07692307692307693,0.41025641025641024,0.02564102564102564,0.0,0.4444444444444444,0.05555555555555555,0.4444444444444444,0.05555555555555555,0.0,13.0,4.0,6.0,6.1000000000000005,1.6638461538461538,0.7856930545922917,7.0,S003,2025-06-16,clearing,1.0,S003|clearing,6.0,True,False,9.0,2.0,0.5128205128205128,6.0,6.0,1.0,0.0,10.0,0.6,10.0
0.4090909090909091,0.11363636363636363,0.4318181818181818,0.045454545454545456,0.0,0.391304347826087,0.13043478260869565,0.34782608695652173,0.13043478260869565,0.0,12.0,5.0,7.0,6.39,2.3383333333333334,0.732098529692572,6.0,S003,2025-06-23,clearing,1.0,S003|clearing,7.0,True,False,9.0,1.0,0.5909090909090909,5.0,7.0,1.0,0.0,10.0,0.7,10.0
0.35555555555555557,0.13333333333333333,0.4222222222222222,0.08888888888888889,0.0,0.4090909090909091,0.13636363636363635,0.36363636363636365,0.09090909090909091,0.0,10.0,1.0,8.0,6.601000000000001,3.03,0.6853909251375766,5.0,S003,2025-06-30,clearing,1.0,S003|clearing,8.0,True,False,9.0,0.0,0.4444444444444444,1.0,8.0,1.0,0.0,10.0,0.8,10.0
0.34782608695652173,0.17391304347826086,0.34782608695652173,0.13043478260869565,0.0,0.4230769230769231,0.15384615384615385,0.3076923076923077,0.11538461538461539,0.0,11.0,6.0,9.0,6.524545454545454,3.4354545454545455,0.6550748448338809,7.0,S003,2025-07-07,excavation,2.0,S003|excavation,0.0,False,False,,,0.39525691699604737,1.0,9.0,0.9,1.0,16.0,0.0,14.4
0.3541666666666667,0.2708333333333333,0.20833333333333334,0.16666666666666666,0.0,0.3793103448275862,0.2413793103448276,0.2413793103448276,0.13793103448275862,0.0,15.0,6.0,10.0,6.366666666666666,2.726666666666666,0.7001466275659824,6.0,S003,2025-07-14,excavation,2.0,S003|excavation,1.0,False,False,,,0.6698717948717947,2.0,10.0,0.9,1.0,16.0,0.0625,14.4
0.40384615384615385,0.3269230769230769,0.11538461538461539,0.15384615384615385,0.0,0.375,0.28125,0.21875,0.125,0.0,16.0,3.0,11.0,5.776875,2.134375,0.7302101437825881,6.0,S003,2025-07-21,excavation,2.0,S003|excavation,2.0,False,False,,,0.6433566433566434,4.0,11.0,0.9,1.0,16.0,0.125,14.4
0.43333333333333335,0.35,0.06666666666666667,0.15,0.0,0.41935483870967744,0.25806451612903225,0.16129032258064516,0.16129032258064516,0.0,18.0,4.0,12.0,5.714444444444444,1.5022222222222221,0.7918398768283295,8.0,S003,2025-07-28,excavation,2.0,S003|excavation,3.0,False,False,,,0.711111111111111,8.0,12.0,0.9,1.0,16.0,0.1875,14.4
0.4117647058823529,0.36764705882352944,0.07352941176470588,0.14705882352941177,0.0,0.3870967741935484,0.2903225806451613,0.16129032258064516,0.16129032258064516,0.0,19.0,2.0,13.0,6.111052631578946,1.661578947368421,0.786226977248104,8.0,S003,2025-08-04,excavation,2.0,S003|excavation,4.0,False,False,,,0.5485933503836318,8.0,13.0,0.9,1.0,16.0,0.25,14.4
0.4142857142857143,0.37142857142857144,0.07142857142857142,0.14285714285714285,0.0,0.4,0.36666666666666664,0.06666666666666667,0.16666666666666666,0.0,17.0,3.0,14.0,6.1000000000000005,1.6058823529411765,0.7916030534351145,8.0,S003,2025-08-11,excavation,2.0,S003|excavation,5.0,False,False,,,0.3214285714285715,2.0,14.0,0.9,1.0,16.0,0.3125,14.4
0.417910447761194,0.373134328358209,0.07462686567164178,0.13432835820895522,0.0,0.44,0.36,0.08,0.12,0.0,13.0,0.0,15.0,5.803076923076924,1.639230769230769,0.7797416020671835,6.0,S003,2025-08-18,excavation,2.0,S003|excavation,6.0,False,False,,,0.12055109070034445,-3.0,15.0,0.9,1.0,16.0,0.375,14.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.91,2.46,0.7627772420443587,1.0,S004,2025-01-06,clearing,1.0,S004|clearing,0.0,True,False,13.0,12.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0
0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,6.0,5.0,1.0,8.86,3.4699999999999993,0.7185725871857259,6.0,S004,2025-01-13,clearing,1.0,S004|clearing,1.0,True,False,13.0,11.0,0.0,0.0,1.0,1.0,0.0,10.0,0.1,10.0
0.4117647058823529,0.4117647058823529,0.17647058823529413,0.0,0.0,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.0,0.0,10.0,5.0,2.0,7.43,2.7670000000000003,0.7286456801019908,7.0,S004,2025-01-20,clearing,1.0,S004|clearing,2.0,True,False,13.0,10.0,0.0,0.0,2.0,1.0,0.0,10.0,0.2,10.0
0.42105263157894735,0.4473684210526316,0.13157894736842105,0.0,0.0,0.4090909090909091,0.45454545454545453,0.13636363636363635,0.0,0.0,21.0,11.0,3.0,7.131428571428571,2.3676190476190477,0.7507519550832162,8.0,S004,2025-01-27,clearing,1.0,S004|clearing,3.0,True,False,13.0,9.0,0.0,0.0,3.0,1.0,0.0,10.0,0.3,10.0
0.41379310344827586,0.46551724137931033,0.1206896551724138,0.0,0.0,0.44,0.4,0.16,0.0,0.0,21.0,3.0,4.0,7.126666666666667,2.043333333333333,0.777171937477281,8.0,S004,2025-02-03,clearing,1.0,S004|clearing,4.0,True,False,13.0,8.0,1.7586206896551724,20.0,4.0,1.0,0.0,10.0,0.4,10.0
0.43243243243243246,0.44594594594594594,0.12162162162162163,0.0,0.0,0.4827586206896552,0.3793103448275862,0.13793103448275862,0.0,0.0,22.0,4.0,5.0,7.256363636363639,2.058636363636363,0.7789977065339385,8.0,S004,2025-02-10,clearing,1.0,S004|clearing,5.0,True,False,13.0,7.0,0.3281853281853282,16.0,5.0,1.0,0.0,10.0,0.5,10.0
0.4891304347826087,0.40217391304347827,0.10869565217391304,0.0,0.0,0.5641025641025641,0.3333333333333333,0.10256410256410256,0.0,0.0,28.0,10.0,6.0,6.731071428571427,2.322857142857143,0.7434420732909943,8.0,S004,2025-02-17,clearing,1.0,S004|clearing,6.0,True,False,13.0,6.0,0.1547314578005115,18.0,6.0,1.0,0.0,10.0,0.6,10.0
0.5454545454545454,0.35353535353535354,0.10101010101010101,0.0,0.0,0.6046511627906976,0.3023255813953488,0.09302325581395349,0.0,0.0,28.0,4.0,7.0,6.377857142857144,2.096428571428571,0.7526129467296022,8.0,S004,2025-02-24,clearing,1.0,S004|clearing,7.0,True,False,13.0,5.0,0.24880382775119614,7.0,7.0,1.0,0.0,10.0,0.7,10.0
0.6181818181818182,0.3090909090909091,0.07272727272727272,0.0,0.0,0.6530612244897959,0.2857142857142857,0.061224489795918366,0.0,0.0,32.0,7.0,8.0,6.504375,2.3209375,0.7370135618427109,8.0,S004,2025-03-03,clearing,1.0,S004|clearing,8.0,True,False,13.0,4.0,0.4087774294670846,11.0,8.0,1.0,0.0,10.0,0.8,10.0
0.65,0.275,0.075,0.0,0.0,0.6326530612244898,0.24489795918367346,0.12244897959183673,0.0,0.0,32.0,5.0,9.0,6.5821875,2.3415625,0.7376033057851239,8.0,S004,2025-03-10,clearing,1.0,S004|clearing,9.0,True,False,13.0,3.0,0.43513513513513513,10.0,9.0,1.0,0.0,10.0,0.9,10.0
0.6412213740458015,0.25190839694656486,0.10687022900763359,0.0,0.0,0.6181818181818182,0.21818181818181817,0.16363636363636364,0.0,0.0,39.0,11.0,10.0,5.990512820512821,2.218461538461539,0.7297516789005154,8.0,S004,2025-03-17,clearing,1.0,S004|clearing,10.0,True,False,13.0,2.0,0.3041818785263857,11.0,10.0,1.0,0.0,10.0,1.0,10.0
0.6068965517241379,0.2482758620689655,0.14482758620689656,0.0,0.0,0.6140350877192983,0.21052631578947367,0.17543859649122806,0.0,0.0,42.0,13.0,11.0,6.1292857142857144,2.1602380952380953,0.7394014246323528,8.0,S004,2025-03-24,clearing,1.0,S004|clearing,11.0,True,False,13.0,1.0,0.2105189829327761,14.0,11.0,1.0,0.0,10.0,1.1,10.0
0.5454545454545454,0.24675324675324675,0.2077922077922078,0.0,0.0,0.5806451612903226,0.20967741935483872,0.20967741935483872,0.0,0.0,41.0,8.0,12.0,6.0129268292682925,2.020731707317073,0.7484668164430142,8.0,S004,2025-03-31,clearing,1.0,S004|clearing,12.0,True,False,13.0,0.0,0.27012987012987016,9.0,12.0,1.0,0.0,10.0,1.2,10.0
0.50625,0.24375,0.25,0.0,0.0,0.5625,0.203125,0.234375,0.0,0.0,38.0,6.0,13.0,6.0815789473684205,2.1786842105263156,0.7362451814329861,8.0,S004,2025-04-07,excavation,2.0,S004|excavation,0.0,False,False,,,0.3500000000000001,6.0,13.0,1.3,1.0,16.0,0.0,20.8
0.4642857142857143,0.25,0.2857142857142857,0.0,0.0,0.4827586206896552,0.22413793103448276,0.29310344827586204,0.0,0.0,19.0,4.0,14.0,5.92,1.7063157894736842,0.7762594893029675,8.0,S004,2025-04-14,excavation,2.0,S004|excavation,1.0,False,False,,,0.35768811341330414,-20.0,14.0,1.3,1.0,16.0,0.0625,20.8
0.4434782608695652,0.25217391304347825,0.30434782608695654,0.0,0.0,0.4576271186440678,0.23728813559322035,0.3050847457627119,0.0,0.0,17.0,5.0,15.0,6.2952941176470585,2.331176470588235,0.729764745993863,7.0,S004,2025-04-21,excavation,2.0,S004|excavation,2.0,False,False,,,0.3268365817091454,-25.0,15.0,1.3,1.0,16.0,0.125,20.8
0.43478260869565216,0.22826086956521738,0.33695652173913043,0.0,0.0,0.3684210526315789,0.22807017543859648,0.40350877192982454,0.0,0.0,18.0,5.0,16.0,6.2972222222222225,2.207222222222222,0.740462503266266,8.0,S004,2025-04-28,excavation,2.0,S004|excavation,3.0,False,False,,,0.25832862789384525,-23.0,16.0,1.3,1.0,16.0,0.1875,20.8
0.40789473684210525,0.23684210526315788,0.35526315789473684,0.0,0.0,0.39344262295081966,0.26229508196721313,0.3442622950819672,0.0,0.0,22.0,9.0,17.0,6.788181818181818,2.341818181818182,0.7435029373693121,8.0,S004,2025-05-05,excavation,2.0,S004|excavation,4.0,False,False,,,0.21052631578947367,-16.0,17.0,1.3,1.0,16.0,0.25,20.8
0.3924050632911392,0.24050632911392406,0.3670886075949367,0.0,0.0,0.3888888888888889,0.25925925925925924,0.35185185185185186,0.0,0.0,22.0,4.0,18.0,7.240909090909091,2.6390909090909087,0.7328855355171146,8.0,S004,2025-05-12,excavation,2.0,S004|excavation,5.0,False,False,,,0.16274864376130205,3.0,18.0,1.3,1.0,16.0,0.3125,20.8
0.37037037037037035,0.2345679012345679,0.3950617283950617,0.0,0.0,0.37209302325581395,0.23255813953488372,0.3953488372093023,0.0,0.0,19.0,2.0,19.0,7.4231578947368435,2.8857894736842105,0.7200694338081381,8.0,S004,2025-05-19,excavation,2.0,S004|excavation,6.0,False,False,,,0.1814278046162104,2.0,19.0,1.3,1.0,16.0,0.375,20.8
0.4,0.23333333333333334,0.36666666666666664,0.0,0.0,0.4222222222222222,0.2222222222222222,0.35555555555555557,0.0,0.0,27.0,10.0,20.0,7.14037037037037,2.9066666666666667,0.710694142367383,8.0,S004,2025-05-26,excavation,2.0,S004|excavation,7.0,False,False,,,0.06956521739130431,9.0,20.0,1.3,1.0,16.0,0.4375,20.8
0.4175824175824176,0.24175824175824176,0.34065934065934067,0.0,0.0,0.3953488372093023,0.2558139534883721,0.3488372093023256,0.0,0.0,23.0,4.0,21.0,7.278260869565218,2.8552173913043477,0.7182391556184836,8.0,S004,2025-06-02,excavation,2.0,S004|excavation,8.0,False,False,,,0.029207634470792387,1.0,21.0,1.3,1.0,16.0,0.5,20.8
0.48514851485148514,0.21782178217821782,0.297029702970297,0.0,0.0,0.5,0.2,0.3,0.0,0.0,32.0,11.0,22.0,6.90625,2.4312500000000004,0.7396251673360107,8.0,S004,2025-06-09,excavation,2.0,S004|excavation,9.0,False,False,,,0.18548690312069185,10.0,22.0,1.3,1.0,16.0,0.5625,20.8
0.5087719298245614,0.21929824561403508,0.2719298245614035,0.0,0.0,0.4583333333333333,0.25,0.2916666666666667,0.0,0.0,32.0,3.0,23.0,6.772187499999999,2.4143749999999997,0.7371840664013335,8.0,S004,2025-06-16,excavation,2.0,S004|excavation,10.0,False,False,,,0.27680311890838205,13.0,23.0,1.3,1.0,16.0,0.625,20.8
0.5130434782608696,0.23478260869565218,0.25217391304347825,0.0,0.0,0.46808510638297873,0.2978723404255319,0.23404255319148937,0.0,0.0,28.0,4.0,24.0,6.604285714285714,2.401785714285715,0.7333148272990442,8.0,S004,2025-06-23,excavation,2.0,S004|excavation,11.0,False,False,,,0.2289855072463768,1.0,24.0,1.3,1.0,16.0,0.6875,20.8
0.5081967213114754,0.2459016393442623,0.2459016393442623,0.0,0.0,0.4418604651162791,0.3023255813953488,0.2558139534883721,0.0,0.0,30.0,5.0,25.0,6.567666666666666,2.332,0.7379677141465973,8.0,S004,2025-06-30,excavation,2.0,S004|excavation,12.0,False,False,,,0.18951540263015673,7.0,25.0,1.3,1.0,16.0,0.75,20.8
0.45217391304347826,0.28695652173913044,0.2608695652173913,0.0,0.0,0.42857142857142855,0.30952380952380953,0.2619047619047619,0.0,0.0,25.0,3.0,26.0,6.2244,2.4403999999999995,0.7183547225556274,7.0,S004,2025-07-07,excavation,2.0,S004|excavation,13.0,False,False,,,0.13826947912182522,-7.0,26.0,1.3,1.0,16.0,0.8125,20.8
0.3944954128440367,0.3119266055045872,0.29357798165137616,0.0,0.0,0.37777777777777777,0.28888888888888886,0.3333333333333333,0.0,0.0,26.0,5.0,27.0,6.171153846153846,2.375769230769231,0.7220322203222032,8.0,S004,2025-07-14,excavation,2.0,S004|excavation,14.0,False,False,,,0.22855303396104945,-6.0,27.0,1.3,1.0,16.0,0.875,20.8
0.3557692307692308,0.3269230769230769,0.3173076923076923,0.0,0.0,0.32432432432432434,0.35135135135135137,0.32432432432432434,0.0,0.0,23.0,2.0,28.0,6.27608695652174,2.709130434782609,0.6984902738798026,8.0,S004,2025-07-21,excavation,2.0,S004|excavation,15.0,False,False,,,0.31454849498327764,-5.0,28.0,1.3,1.0,16.0,0.9375,20.8
0.3076923076923077,0.32967032967032966,0.3626373626373626,0.0,0.0,0.34285714285714286,0.3142857142857143,0.34285714285714286,0.0,0.0,17.0,2.0,29.0,6.57,2.5894117647058823,0.7172949714212318,8.0,S004,2025-07-28,excavation,2.0,S004|excavation,16.0,False,False,,,0.4010088272383354,-13.0,29.0,1.3,1.0,16.0,1.0,20.8
0.3,0.325,0.375,0.0,0.0,0.19230769230769232,0.4230769230769231,0.38461538461538464,0.0,0.0,14.0,2.0,30.0,6.927142857142857,2.358571428571429,0.7459999999999999,7.0,S004,2025-08-04,excavation,2.0,S004|excavation,17.0,False,False,,,0.30434782608695654,-11.0,30.0,1.3,1.0,16.0,1.0625,20.8
0.2878787878787879,0.30303030303030304,0.4090909090909091,0.0,0.0,0.20689655172413793,0.27586206896551724,0.5172413793103449,0.0,0.0,12.0,6.0,31.0,7.539166666666667,2.4491666666666663,0.7547972634740531,5.0,S004,2025-08-11,excavation,2.0,S004|excavation,18.0,False,False,,,0.2310258548790659,-14.0,31.0,1.3,1.0,16.0,1.125,20.8
0.24528301886792453,0.2830188679245283,0.4716981132075472,0.0,0.0,0.24,0.24,0.52,0.0,0.0,10.0,0.0,32.0,7.758,2.642,0.7459615384615385,5.0,S004,2025-08-18,excavation,2.0,S004|excavation,19.0,False,False,,,0.30878084179970977,-13.0,32.0,1.3,1.0,16.0,1.1875,20.8
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.41,1.15,0.7931654676258992,1.0,S005,2025-01-06,clearing,1.0,S005|clearing,0.0,True,False,8.0,7.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0
0.0,0.6,0.4,0.0,0.0,0.0,0.75,0.25,0.0,0.0,4.0,3.0,1.0,6.505,5.7625,0.5302628897493377,3.0,S005,2025-01-13,clearing,1.0,S005|clearing,1.0,True,False,8.0,6.0,0.0,0.0,1.0,1.0,0.0,10.0,0.1,10.0
0.0,0.5,0.5,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,7.0,3.0,2.0,7.252857142857143,4.264285714285714,0.6297444802778467,4.0,S005,2025-01-20,clearing,1.0,S005|clearing,2.0,True,False,8.0,5.0,0.0,0.0,2.0,1.0,0.0,10.0,0.2,10.0
0.0,0.4090909090909091,0.5454545454545454,0.0,0.045454545454545456,0.0,0.36363636363636365,0.5454545454545454,0.0,0.09090909090909091,10.0,4.0,3.0,7.203,2.192,0.766684406599255,4.0,S005,2025-01-27,clearing,1.0,S005|clearing,3.0,True,False,8.0,4.0,0.0,0.0,3.0,1.0,0.0,10.0,0.3,10.0
0.0,0.4166666666666667,0.5,0.027777777777777776,0.05555555555555555,0.0,0.4375,0.4375,0.0625,0.0625,15.0,5.0,4.0,7.443333333333333,2.0806666666666667,0.7815343693126137,6.0,S005,2025-02-03,clearing,1.0,S005|clearing,4.0,True,False,8.0,3.0,1.0,14.0,4.0,1.0,0.0,10.0,0.4,10.0
0.0,0.37777777777777777,0.4888888888888889,0.06666666666666667,0.06666666666666667,0.0,0.4117647058823529,0.4117647058823529,0.11764705882352941,0.058823529411764705,13.0,1.0,5.0,7.53076923076923,2.175384615384615,0.7758757330797275,7.0,S005,2025-02-10,clearing,1.0,S005|clearing,5.0,True,False,8.0,2.0,0.44444444444444436,9.0,5.0,1.0,0.0,10.0,0.5,10.0
0.0,0.40384615384615385,0.4423076923076923,0.09615384615384616,0.057692307692307696,0.0,0.45,0.4,0.1,0.05,14.0,3.0,6.0,7.603571428571428,2.3849999999999993,0.7612271167048055,6.0,S005,2025-02-17,clearing,1.0,S005|clearing,6.0,True,False,8.0,1.0,0.3076923076923077,7.0,6.0,1.0,0.0,10.0,0.6,10.0
0.0,0.41509433962264153,0.41509433962264153,0.1320754716981132,0.03773584905660377,0.0,0.42857142857142855,0.42857142857142855,0.09523809523809523,0.047619047619047616,11.0,1.0,7.0,6.532727272727272,2.3945454545454545,0.7317718940936864,6.0,S005,2025-02-24,clearing,1.0,S005|clearing,7.0,True,False,8.0,0.0,0.27615780445969124,1.0,7.0,1.0,0.0,10.0,0.7,10.0
0.0,0.4489795918367347,0.3673469387755102,0.16326530612244897,0.02040816326530612,0.0,0.4782608695652174,0.391304347826087,0.08695652173913043,0.043478260869565216,11.0,3.0,8.0,6.430000000000001,2.2290909090909095,0.7425721784776903,6.0,S005,2025-03-03,excavation,2.0,S005|excavation,0.0,True,False,17.0,16.0,0.3356009070294784,-4.0,8.0,0.8,1.0,16.0,0.0,12.8
0.0,0.4782608695652174,0.3695652173913043,0.15217391304347827,0.0,0.0,0.391304347826087,0.4782608695652174,0.08695652173913043,0.043478260869565216,10.0,3.0,9.0,6.446000000000001,1.8039999999999998,0.7813333333333334,6.0,S005,2025-03-10,excavation,2.0,S005|excavation,1.0,True,False,17.0,15.0,0.37198067632850246,-3.0,9.0,0.8,1.0,16.0,0.0625,12.8
0.0,0.46511627906976744,0.37209302325581395,0.13953488372093023,0.023255813953488372,0.0,0.4583333333333333,0.3333333333333333,0.125,0.08333333333333333,11.0,4.0,10.0,6.423636363636363,1.5945454545454545,0.8011337868480726,4.0,S005,2025-03-17,excavation,2.0,S005|excavation,2.0,True,False,17.0,14.0,0.2093023255813953,-3.0,10.0,0.8,1.0,16.0,0.125,12.8
0.0,0.5,0.34782608695652173,0.10869565217391304,0.043478260869565216,0.0,0.5,0.34615384615384615,0.11538461538461539,0.038461538461538464,14.0,6.0,11.0,6.501428571428572,1.662857142857143,0.7963254593175854,7.0,S005,2025-03-24,excavation,2.0,S005|excavation,3.0,True,False,17.0,13.0,0.18129614438063987,3.0,11.0,0.8,1.0,16.0,0.1875,12.8
